Tier,Country,City,University,Latitude,Longitude,Course,MinCGPA,MinIELTS,GRE,TuitionUSD,LivingCostUSD,AvgSalaryUSD,AcceptanceRate,JobMarketScore,ROI,VisaDifficulty,SelectionDifficulty
Tier2,UK,London,London Institute of Technology 1,51.4305,-0.2344,Electrical,7.2,6.8,295,55409,12309,102880,79,91,1.52,2,77.7
Tier2,UK,London,London Polytechnic University 2,51.38,-0.2467,Civil,8.0,7.2,310,50030,11512,106774,29,91,1.73,6,116.3
Tier1,UK,London,London Polytechnic University 3,51.6218,-0.0132,Computer Science,8.0,7.4,320,2424,18787,118196,76,54,5.57,5,91.6
Tier1,UK,London,London University of Engineering 4,51.5806,-0.1527,AI & Data Science,7.3,6.5,314,49953,20553,108273,46,75,1.54,6,101.5
Tier2,UK,London,London University of Engineering 5,51.5129,0.0111,Computer Science,6.5,7.7,316,39224,10325,57646,77,82,1.16,1,76.8
Tier1,UK,London,London School of Technology 6,51.5022,-0.08,Computer Science,9.5,7.7,334,22164,16826,88950,40,53,2.28,4,116.3
Tier3,UK,London,London National Institute of Technology 7,51.4348,-0.1421,Civil,7.6,6.9,322,58166,17405,89028,69,95,1.18,8,97.1
Tier2,UK,London,London Polytechnic University 8,51.4624,-0.0684,Civil,7.8,6.2,307,48546,13068,125529,17,72,2.04,2,109.3
Tier1,UK,London,London School of Technology 9,51.4012,-0.0167,Civil,7.4,6.3,321,7966,9863,125072,10,67,7.01,8,123.2
Tier3,UK,London,London School of Technology 10,51.4798,-0.2332,AI & Data Science,7.6,7.7,319,8623,10791,127456,6,69,6.56,6,127.8
Tier3,UK,London,London School of Technology 11,51.6211,-0.0186,Civil,7.7,6.8,329,49136,15720,111530,27,89,1.72,10,122.2
Tier2,UK,London,London Polytechnic University 12,51.3856,-0.1686,Mechanical,8.9,7.2,309,44170,18067,114774,19,62,1.84,7,127.8
Tier1,UK,London,London Polytechnic University 13,51.4364,-0.0347,AI & Data Science,6.3,7.3,306,2490,16449,43578,83,91,2.3,7,83.2
Tier2,UK,London,London School of Technology 14,51.5643,-0.2434,Computer Science,6.3,6.8,329,18506,15975,115322,25,91,3.34,5,106.2
Tier2,UK,London,London Polytechnic University 15,51.5154,-0.0933,Mechanical,9.4,6.4,320,33431,21045,81539,53,99,1.5,5,106.1
Tier2,UK,London,London Technical University 16,51.4214,-0.141,AI & Data Science,8.7,8.0,301,32239,21815,125289,70,89,2.32,3,96.5
Tier2,UK,London,London Institute of Technology 17,51.4952,-0.2035,Mechanical,6.6,6.7,339,44826,13630,53912,47,54,0.92,6,98.3
Tier2,UK,London,London Polytechnic University 18,51.3859,-0.0184,Civil,7.6,7.3,331,55176,10148,54632,59,83,0.84,2,91.7
Tier1,UK,London,London Polytechnic University 19,51.6236,-0.1554,Electrical,6.4,7.1,336,551,10654,118045,85,75,10.53,4,75.9
Tier1,UK,London,London Institute of Technology 20,51.5058,-0.0211,Electrical,7.7,7.1,316,43574,15258,40032,8,83,0.68,9,130.9
Tier3,UK,London,London Polytechnic University 21,51.4615,-0.2237,AI & Data Science,9.4,7.5,338,42083,16429,59275,63,54,1.01,6,107.5
Tier1,UK,London,London National Institute of Technology 22,51.5089,-0.1799,Electrical,9.2,7.6,324,52765,13571,43602,18,62,0.66,2,121.4
Tier1,UK,London,London Polytechnic University 23,51.5391,-0.1468,Civil,7.1,6.8,327,37535,19663,42072,83,66,0.74,7,85.2
Tier1,UK,London,London Institute of Technology 24,51.5066,-0.0914,Electrical,8.9,6.3,299,38814,14352,119879,26,56,2.25,7,120.7
Tier1,UK,London,London College of Engineering 25,51.4976,-0.2595,Mechanical,9.3,6.3,320,293,17878,109901,49,97,6.05,10,117.2
Tier1,UK,London,London School of Technology 26,51.6532,-0.1473,Electrical,7.8,6.2,312,49519,21639,50660,52,89,0.71,6,99.8
Tier3,UK,London,London Institute of Technology 27,51.4737,-0.183,Electrical,8.6,6.1,319,41824,17553,42711,20,73,0.72,1,109.4
Tier3,UK,London,London National Institute of Technology 28,51.477,-0.1211,Computer Science,7.8,6.3,308,17103,20123,94896,35,56,2.55,9,114.7
Tier1,UK,London,London Polytechnic University 29,51.4466,-0.148,Civil,7.2,7.4,305,37897,12925,96392,68,89,1.9,10,101.6
Tier3,UK,London,London Polytechnic University 30,51.3959,-0.0554,Civil,6.0,6.7,333,58830,14701,71901,44,95,0.98,1,86.8
Tier1,UK,London,London National Institute of Technology 31,51.5555,-0.2494,Mechanical,8.3,6.7,320,31846,17052,85644,67,56,1.75,8,100.8
Tier2,UK,London,London National Institute of Technology 32,51.5061,-0.1332,Computer Science,7.6,7.2,311,34928,10434,86094,17,57,1.9,4,116.3
Tier3,UK,London,London Polytechnic University 33,51.4095,-0.0271,Mechanical,7.8,6.2,340,16869,20980,100003,31,50,2.64,1,100.3
Tier3,UK,London,London Technical University 34,51.5835,-0.0817,Civil,7.7,6.4,340,10746,10381,56428,27,59,2.67,8,116.6
Tier2,UK,London,London University of Engineering 35,51.4275,-0.0035,Mechanical,8.6,7.6,334,19873,16746,59694,41,81,1.63,5,112.9
Tier2,UK,London,London Polytechnic University 36,51.5505,-0.2096,Computer Science,7.4,7.8,301,57001,15974,104126,87,59,1.43,7,88.7
Tier1,UK,London,London School of Technology 37,51.3822,-0.1325,Computer Science,9.0,7.3,295,22442,18282,100752,31,86,2.47,9,126.7
Tier2,UK,London,London Institute of Technology 38,51.5577,-0.134,Electrical,7.3,7.2,310,18070,16467,66512,68,93,1.93,9,99.3
Tier1,UK,London,London College of Engineering 39,51.4137,0.0069,Electrical,7.4,6.4,338,6480,17887,53825,20,84,2.21,3,108.6
Tier1,UK,London,London University of Engineering 40,51.6137,-0.066,AI & Data Science,6.2,7.9,327,10298,14956,70722,47,65,2.8,4,97.1
Tier3,UK,London,London School of Technology 41,51.4152,-0.0879,Civil,7.1,7.1,330,41999,19906,83870,27,98,1.35,10,120.4
Tier1,UK,London,London Institute of Technology 42,51.4545,0.0126,Civil,7.0,7.6,304,45713,14684,56225,55,93,0.93,1,89.9
Tier3,UK,London,London College of Engineering 43,51.4658,-0.2746,AI & Data Science,7.0,7.8,317,15806,21828,113853,58,57,3.03,7,101.2
Tier2,UK,London,London Institute of Technology 44,51.4583,-0.0854,Mechanical,7.3,6.8,319,3492,13848,71627,77,57,4.13,2,79.2
Tier2,UK,London,London National Institute of Technology 45,51.6518,-0.2198,Mechanical,6.7,6.0,314,34147,16404,85712,84,51,1.7,2,69.5
Tier2,UK,London,London Institute of Technology 46,51.3901,-0.2747,Mechanical,6.2,7.9,309,34609,15645,97759,57,64,1.95,1,86.1
Tier1,UK,London,London College of Engineering 47,51.5737,-0.2163,Electrical,9.0,7.5,313,23211,10364,126286,55,68,3.76,9,115.5
Tier2,UK,London,London Polytechnic University 48,51.5534,-0.2466,Electrical,8.1,6.6,296,7533,19215,87807,18,57,3.28,6,119.9
Tier1,UK,London,London College of Engineering 49,51.447,-0.2373,Civil,8.0,7.8,316,26595,21423,111200,15,74,2.32,7,127.7
Tier3,UK,London,London Technical University 50,51.5543,-0.0092,AI & Data Science,7.5,7.8,336,16656,13773,83207,10,64,2.73,8,129.7
Tier2,UK,London,London School of Technology 51,51.6479,-0.1889,Computer Science,9.2,6.0,316,20444,9898,112559,23,99,3.71,1,110.5
Tier1,UK,London,London Polytechnic University 52,51.3691,-0.1582,AI & Data Science,6.7,6.6,294,57357,21262,82439,56,82,1.05,4,89.9
Tier3,UK,London,London University of Engineering 53,51.5503,-0.2534,AI & Data Science,8.3,6.8,316,37331,9981,62980,50,77,1.33,10,113.7
Tier3,UK,London,London National Institute of Technology 54,51.6572,-0.2553,Mechanical,9.5,6.3,309,40297,15434,94871,24,60,1.7,9,128.7
Tier2,UK,London,London School of Technology 55,51.4762,-0.1647,Computer Science,9.1,7.9,297,57364,17676,98901,83,65,1.32,7,99.6
Tier2,UK,London,London School of Technology 56,51.5028,-0.024,Mechanical,9.1,7.8,294,56647,13583,108411,38,50,1.54,5,117.7
Tier2,UK,London,London Polytechnic University 57,51.5155,-0.1004,Civil,7.6,6.3,316,36834,8464,120853,38,68,2.67,3,100.2
Tier1,UK,London,London Polytechnic University 58,51.6416,-0.0034,Mechanical,6.5,6.4,327,33176,18670,59691,23,94,1.15,9,114.6
Tier2,UK,London,London National Institute of Technology 59,51.4867,-0.2565,Computer Science,8.8,7.4,310,59631,11293,51495,19,74,0.73,3,120.1
Tier1,UK,London,London Polytechnic University 60,51.4029,-0.2466,Civil,8.6,7.2,304,21149,16243,110208,15,67,2.95,7,128.3
Tier1,UK,Manchester,Manchester Institute of Technology 1,53.5893,-2.2778,AI & Data Science,7.9,6.8,296,28768,18713,80167,53,61,1.69,9,108.2
Tier1,UK,Manchester,Manchester University of Engineering 2,53.5614,-2.3349,AI & Data Science,8.7,8.0,335,58003,16767,69155,62,80,0.92,4,102.5
Tier1,UK,Manchester,Manchester Polytechnic University 3,53.5718,-2.391,Electrical,7.5,7.1,305,58275,12496,49671,45,84,0.7,3,99.4
Tier2,UK,Manchester,Manchester Polytechnic University 4,53.4691,-2.3737,Mechanical,6.6,6.4,339,44127,11573,69701,29,62,1.25,7,108.1
Tier3,UK,Manchester,Manchester School of Technology 5,53.4444,-2.3825,Mechanical,8.7,6.4,301,43851,11730,126296,61,83,2.27,8,104.6
Tier3,UK,Manchester,Manchester School of Technology 6,53.3991,-2.2787,Mechanical,7.4,7.4,321,12673,14946,95008,75,66,3.44,3,85.1
Tier2,UK,Manchester,Manchester College of Engineering 7,53.477,-2.2133,Civil,6.4,7.5,303,22313,10021,89098,50,69,2.76,7,101.0
Tier3,UK,Manchester,Manchester University of Engineering 8,53.62,-2.1331,Electrical,8.5,6.1,299,41426,16430,97144,39,71,1.68,7,111.4
Tier3,UK,Manchester,Manchester National Institute of Technology 9,53.4663,-2.273,Electrical,9.3,7.7,301,54747,8714,72165,87,77,1.14,9,101.8
Tier2,UK,Manchester,Manchester Institute of Technology 10,53.5563,-2.1704,Electrical,7.5,6.6,312,24587,12773,124800,86,63,3.34,7,84.9
Tier2,UK,Manchester,Manchester Polytechnic University 11,53.625,-2.1797,AI & Data Science,9.0,7.4,302,32934,14444,42917,59,69,0.91,2,99.1
Tier3,UK,Manchester,Manchester School of Technology 12,53.5337,-2.2558,Electrical,6.9,7.2,300,43496,10028,41535,69,64,0.78,5,88.8
Tier1,UK,Manchester,Manchester National Institute of Technology 13,53.5821,-2.3478,Mechanical,7.7,6.9,292,58478,21921,69522,56,60,0.86,1,90.1
Tier1,UK,Manchester,Manchester School of Technology 14,53.5493,-2.1112,Electrical,7.6,6.5,312,4825,10090,87615,32,76,5.87,9,116.0
Tier2,UK,Manchester,Manchester School of Technology 15,53.5826,-2.2189,AI & Data Science,6.7,6.1,332,21043,16940,104798,22,71,2.76,9,114.9
Tier2,UK,Manchester,Manchester Institute of Technology 16,53.6134,-2.1251,AI & Data Science,7.1,6.5,328,12079,19233,40972,60,71,1.31,8,97.5
Tier3,UK,Manchester,Manchester University of Engineering 17,53.53,-2.1906,AI & Data Science,6.6,6.3,340,4107,20696,40167,25,74,1.62,6,107.7
Tier3,UK,Manchester,Manchester Institute of Technology 18,53.4332,-2.3347,AI & Data Science,6.9,6.0,297,28745,16052,60507,19,78,1.35,6,111.0
Tier1,UK,Manchester,Manchester Institute of Technology 19,53.3474,-2.2447,Mechanical,6.7,6.6,334,17916,16038,74208,47,96,2.19,10,106.4
Tier1,UK,Manchester,Manchester Polytechnic University 20,53.5207,-2.141,AI & Data Science,9.0,6.4,293,3068,16451,128692,80,62,6.59,6,92.6
Tier2,UK,Manchester,Manchester Polytechnic University 21,53.351,-2.2493,Computer Science,7.8,7.2,291,48623,13828,123351,13,97,1.98,7,125.3
Tier2,UK,Manchester,Manchester Institute of Technology 22,53.5207,-2.2286,Electrical,8.8,7.5,325,46216,8215,75561,41,58,1.39,10,123.5
Tier1,UK,Manchester,Manchester Technical University 23,53.5622,-2.2032,Mechanical,6.9,7.1,307,58786,20530,66492,29,78,0.84,6,110.4
Tier1,UK,Manchester,Manchester Technical University 24,53.5714,-2.3459,AI & Data Science,8.0,7.4,327,23185,14083,54624,60,88,1.47,8,105.6
Tier3,UK,Manchester,Manchester School of Technology 25,53.332,-2.1633,Computer Science,8.4,6.8,321,13191,12362,121785,36,81,4.77,10,121.2
Tier2,UK,Manchester,Manchester National Institute of Technology 26,53.5553,-2.1434,Civil,6.1,7.8,323,26035,18707,98984,65,99,2.21,1,81.2
Tier1,UK,Manchester,Manchester Institute of Technology 27,53.5144,-2.2509,Mechanical,7.5,7.2,326,39884,14151,102289,57,52,1.89,4,95.8
Tier1,UK,Manchester,Manchester National Institute of Technology 28,53.4732,-2.2833,AI & Data Science,8.4,7.0,329,31798,9528,75267,36,91,1.82,7,116.0
Tier2,UK,Manchester,Manchester Polytechnic University 29,53.3618,-2.3165,Civil,7.0,6.1,331,43127,20880,71445,29,64,1.12,1,96.9
Tier1,UK,Manchester,Manchester Polytechnic University 30,53.5447,-2.271,Mechanical,9.3,6.2,313,56643,11359,120393,37,53,1.77,7,116.8
Tier3,UK,Manchester,Manchester Institute of Technology 31,53.5467,-2.3458,AI & Data Science,6.5,6.0,315,29482,20421,88891,60,58,1.78,8,92.5
Tier2,UK,Manchester,Manchester School of Technology 32,53.5601,-2.2119,Electrical,6.8,7.5,301,40878,14123,128376,8,61,2.33,10,130.0
Tier3,UK,Manchester,Manchester Technical University 33,53.5243,-2.1161,Electrical,8.7,6.9,295,28421,9413,124771,22,51,3.3,3,116.1
Tier1,UK,Manchester,Manchester College of Engineering 34,53.3623,-2.3285,AI & Data Science,7.9,6.7,336,25063,19832,66500,73,71,1.48,7,93.8
Tier1,UK,Manchester,Manchester Polytechnic University 35,53.4393,-2.2143,Computer Science,6.5,7.6,316,26836,10627,75328,15,55,2.01,9,123.4
Tier1,UK,Manchester,Manchester National Institute of Technology 36,53.3433,-2.1417,Mechanical,9.3,6.7,318,57428,18048,83064,21,97,1.1,10,132.8
Tier2,UK,Manchester,Manchester University of Engineering 37,53.4787,-2.3736,Computer Science,7.0,7.2,336,56848,20954,87821,9,90,1.13,3,115.3
Tier1,UK,Manchester,Manchester University of Engineering 38,53.4136,-2.1927,Civil,7.7,6.2,294,19621,8058,50753,65,73,1.83,6,92.8
Tier3,UK,Manchester,Manchester Institute of Technology 39,53.4329,-2.3892,AI & Data Science,7.5,6.0,305,48570,19594,41045,18,52,0.6,4,110.5
Tier2,UK,Manchester,Manchester College of Engineering 40,53.5069,-2.3791,AI & Data Science,7.4,7.9,321,43930,20437,71717,72,59,1.11,1,84.6
Tier2,UK,Manchester,Manchester College of Engineering 41,53.5041,-2.1574,Mechanical,8.7,6.5,319,27210,21896,74687,86,59,1.52,8,92.5
Tier2,UK,Manchester,Manchester College of Engineering 42,53.5324,-2.2627,Civil,8.2,7.8,319,48278,9849,88696,26,84,1.53,6,121.2
Tier1,UK,Manchester,Manchester Technical University 43,53.5523,-2.3336,Civil,9.4,6.9,297,48285,9242,76719,11,92,1.33,5,129.1
Tier2,UK,Manchester,Manchester Technical University 44,53.6047,-2.2319,Electrical,8.3,7.5,335,32981,18697,105001,28,54,2.03,10,127.5
Tier2,UK,Manchester,Manchester University of Engineering 45,53.5448,-2.2295,AI & Data Science,7.9,7.6,290,12768,14324,96990,34,97,3.58,10,122.9
Tier3,UK,Manchester,Manchester School of Technology 46,53.4914,-2.341,Electrical,9.4,7.3,339,3530,19228,118457,32,62,5.2,10,130.2
Tier3,UK,Manchester,Manchester School of Technology 47,53.3719,-2.292,Civil,9.2,6.1,316,24186,16053,119401,57,51,2.97,2,95.9
Tier1,UK,Manchester,Manchester Polytechnic University 48,53.5267,-2.1573,Electrical,8.0,6.4,319,8336,10170,100880,82,85,5.45,7,88.6
Tier2,UK,Manchester,Manchester Institute of Technology 49,53.333,-2.3624,Electrical,8.8,7.5,319,36164,19914,76544,8,63,1.36,9,138.0
Tier1,UK,Manchester,Manchester Technical University 50,53.4465,-2.3309,Civil,9.1,7.4,316,35276,17521,109048,50,53,2.07,2,104.1
Tier2,UK,Manchester,Manchester Technical University 51,53.5736,-2.2695,Civil,6.9,6.9,327,29770,13317,83938,52,64,1.95,10,106.1
Tier1,UK,Manchester,Manchester Polytechnic University 52,53.6217,-2.2443,Civil,6.6,6.2,324,57558,16107,44101,60,55,0.6,7,91.8
Tier1,UK,Manchester,Manchester Technical University 53,53.4626,-2.1919,AI & Data Science,7.8,7.0,316,25837,18513,92366,50,83,2.08,6,104.0
Tier1,UK,Manchester,Manchester School of Technology 54,53.3797,-2.3853,Electrical,8.2,7.3,302,9136,9246,50948,88,53,2.77,9,94.2
Tier1,UK,Manchester,Manchester National Institute of Technology 55,53.6047,-2.1849,Civil,7.2,6.1,320,28676,8318,53165,56,87,1.44,7,96.4
Tier1,UK,Manchester,Manchester Polytechnic University 56,53.6141,-2.1166,Computer Science,7.6,7.0,327,117,8858,83668,55,76,9.32,6,100.5
Tier1,UK,Manchester,Manchester School of Technology 57,53.4367,-2.3593,AI & Data Science,7.0,6.4,296,47351,16043,91885,42,71,1.45,10,109.6
Tier2,UK,Manchester,Manchester College of Engineering 58,53.397,-2.0988,Electrical,8.7,6.1,334,15470,15895,80424,58,75,2.56,1,90.9
Tier2,UK,Manchester,Manchester University of Engineering 59,53.4057,-2.2322,Mechanical,6.9,7.1,307,52946,11943,87816,20,73,1.35,9,120.9
Tier2,UK,Manchester,Manchester School of Technology 60,53.5301,-2.2027,AI & Data Science,7.7,7.8,332,36049,17249,95584,9,60,1.79,6,127.2
Tier3,UK,Edinburgh,Edinburgh National Institute of Technology 1,56.078,-3.0465,Mechanical,8.9,7.7,332,23354,13593,47517,87,56,1.29,1,83.8
Tier2,UK,Edinburgh,Edinburgh School of Technology 2,55.9176,-3.3192,Mechanical,6.4,6.9,323,48237,13741,129893,87,98,2.1,4,74.1
Tier3,UK,Edinburgh,Edinburgh Institute of Technology 3,56.0976,-3.32,Computer Science,8.5,6.7,302,27450,14200,68036,55,52,1.63,7,105.8
Tier2,UK,Edinburgh,Edinburgh Institute of Technology 4,56.0831,-3.2791,Civil,8.7,7.8,313,27474,14105,43878,40,51,1.06,6,116.7
Tier2,UK,Edinburgh,Edinburgh Institute of Technology 5,55.8836,-3.3167,Mechanical,7.9,7.9,309,42710,20858,99448,24,68,1.56,1,111.1
Tier2,UK,Edinburgh,Edinburgh Polytechnic University 6,56.0432,-3.0728,Computer Science,9.1,6.9,318,39342,13667,117303,12,67,2.21,8,133.1
Tier1,UK,Edinburgh,Edinburgh Technical University 7,55.9334,-3.2692,Electrical,6.5,8.0,340,56837,16421,99792,13,86,1.36,7,122.0
Tier3,UK,Edinburgh,Edinburgh Technical University 8,55.8122,-3.2468,Civil,6.6,6.2,315,39439,12113,91358,63,52,1.77,6,88.3
Tier1,UK,Edinburgh,Edinburgh Institute of Technology 9,55.964,-3.1893,Mechanical,7.7,6.7,305,51270,16749,61859,26,91,0.91,2,106.3
Tier1,UK,Edinburgh,Edinburgh University of Engineering 10,55.9796,-3.0463,Electrical,8.9,7.6,335,38925,20599,123374,60,60,2.07,3,100.9
Tier1,UK,Edinburgh,Edinburgh Technical University 11,56.0002,-3.1997,Computer Science,8.1,6.3,319,44178,11526,77890,54,73,1.4,6,100.7
Tier1,UK,Edinburgh,Edinburgh Institute of Technology 12,56.0527,-3.2543,Computer Science,7.3,6.1,314,14677,15131,107081,66,70,3.59,3,83.9
Tier3,UK,Edinburgh,Edinburgh University of Engineering 13,55.9826,-3.3036,Electrical,7.3,7.3,312,7166,13873,129529,67,58,6.16,1,84.2
Tier1,UK,Edinburgh,Edinburgh School of Technology 14,55.8416,-3.2467,Computer Science,8.5,7.2,311,4167,10259,128840,64,51,8.93,5,99.3
Tier1,UK,Edinburgh,Edinburgh Polytechnic University 15,55.9357,-3.3158,AI & Data Science,6.8,6.1,320,25723,21803,85768,24,74,1.8,9,114.4
Tier1,UK,Edinburgh,Edinburgh Technical University 16,56.05,-3.245,Electrical,6.8,6.4,312,28846,21061,58273,65,50,1.17,10,97.1
Tier2,UK,Edinburgh,Edinburgh University of Engineering 17,55.9189,-3.273,Civil,8.3,7.0,303,10958,8504,94229,74,69,4.84,5,92.5
Tier3,UK,Edinburgh,Edinburgh School of Technology 18,55.8093,-3.2339,Mechanical,6.5,6.8,325,34242,10912,69887,54,85,1.55,1,84.7
Tier1,UK,Edinburgh,Edinburgh Polytechnic University 19,55.888,-3.3318,AI & Data Science,6.3,6.7,306,30974,18283,123507,58,58,2.51,9,97.3
Tier2,UK,Edinburgh,Edinburgh Institute of Technology 20,55.962,-3.0417,Civil,8.0,7.2,339,16076,18260,78146,71,85,2.28,9,101.3
Tier2,UK,Edinburgh,Edinburgh Technical University 21,55.9172,-3.3276,AI & Data Science,8.7,7.5,294,18867,16504,100557,49,57,2.84,1,101.0
Tier2,UK,Edinburgh,Edinburgh College of Engineering 22,55.8954,-3.2421,Civil,8.7,7.8,326,1628,9473,118360,88,96,10.66,9,98.7
Tier3,UK,Edinburgh,Edinburgh National Institute of Technology 23,55.991,-3.1877,Electrical,6.9,7.5,334,53585,16928,42183,23,57,0.6,3,109.0
Tier3,UK,Edinburgh,Edinburgh Polytechnic University 24,55.9548,-3.3245,AI & Data Science,7.6,7.1,300,51622,21681,65236,33,96,0.89,2,103.9
Tier3,UK,Edinburgh,Edinburgh College of Engineering 25,55.8358,-3.0809,Civil,8.2,7.4,295,5846,10409,127875,40,83,7.87,3,106.6
Tier2,UK,Edinburgh,Edinburgh College of Engineering 26,55.8217,-3.1594,Computer Science,7.0,6.4,308,11647,10551,103754,90,51,4.67,8,81.6
Tier3,UK,Edinburgh,Edinburgh University of Engineering 27,55.9231,-3.3091,AI & Data Science,6.6,7.1,334,42494,17596,89241,24,54,1.49,10,119.4
Tier3,UK,Edinburgh,Edinburgh Technical University 28,55.858,-3.3273,AI & Data Science,6.1,7.7,322,54831,15983,99143,24,93,1.4,5,109.3
Tier3,UK,Edinburgh,Edinburgh Institute of Technology 29,56.0837,-3.043,AI & Data Science,9.2,7.4,324,53730,13302,120014,10,61,1.79,6,132.6
Tier3,UK,Edinburgh,Edinburgh Polytechnic University 30,55.8311,-3.2613,Mechanical,7.0,8.0,311,42493,15400,67757,63,51,1.17,1,87.5
Tier3,UK,Edinburgh,Edinburgh University of Engineering 31,55.9495,-3.2985,AI & Data Science,6.6,6.2,336,26596,15821,98471,31,95,2.32,9,110.3
Tier3,UK,Edinburgh,Edinburgh School of Technology 32,56.0855,-3.0808,Mechanical,6.9,7.0,317,4081,14069,46421,40,99,2.56,10,112.5
Tier1,UK,Edinburgh,Edinburgh Polytechnic University 33,55.81,-3.2941,Computer Science,8.7,6.7,321,38049,19972,68325,23,76,1.18,2,112.8
Tier2,UK,Edinburgh,Edinburgh Institute of Technology 34,55.9865,-3.2656,AI & Data Science,9.2,7.1,306,25846,9937,53052,48,73,1.48,1,102.4
Tier3,UK,Edinburgh,Edinburgh Institute of Technology 35,55.9638,-3.2806,Electrical,7.2,6.2,328,29008,21093,117040,16,56,2.34,5,112.8
Tier3,UK,Edinburgh,Edinburgh Technical University 36,55.8977,-3.2172,Electrical,6.6,7.0,291,5200,12298,67431,57,77,3.85,10,102.5
Tier1,UK,Edinburgh,Edinburgh College of Engineering 37,55.9221,-3.2509,AI & Data Science,9.4,7.9,292,17110,14925,96880,51,80,3.02,4,111.1
Tier2,UK,Edinburgh,Edinburgh National Institute of Technology 38,55.9883,-3.1317,AI & Data Science,7.3,6.6,339,58101,13550,94501,89,97,1.32,2,72.4
Tier2,UK,Edinburgh,Edinburgh College of Engineering 39,55.8988,-3.1428,Civil,6.7,7.8,315,46007,8906,101029,49,90,1.84,5,100.2
Tier2,UK,Edinburgh,Edinburgh Polytechnic University 40,55.8828,-3.1223,AI & Data Science,6.3,6.3,337,28092,12784,115079,5,89,2.82,10,124.2
Tier2,UK,Edinburgh,Edinburgh School of Technology 41,55.9816,-3.1971,Electrical,8.2,6.0,325,12758,20596,86729,50,100,2.6,10,110.0
Tier1,UK,Edinburgh,Edinburgh Polytechnic University 42,55.8327,-3.1679,AI & Data Science,6.2,6.6,307,20473,8975,95070,28,92,3.23,8,109.4
Tier3,UK,Edinburgh,Edinburgh School of Technology 43,56.0836,-3.1769,Computer Science,6.3,7.3,304,3001,19385,87503,86,53,3.91,4,75.7
Tier2,UK,Edinburgh,Edinburgh National Institute of Technology 44,56.0643,-3.244,Civil,6.4,7.8,309,18338,20076,66647,64,73,1.73,8,97.2
Tier1,UK,Edinburgh,Edinburgh University of Engineering 45,56.0572,-3.0544,AI & Data Science,9.0,7.8,338,25550,15818,58444,60,74,1.41,4,104.2
Tier2,UK,Edinburgh,Edinburgh College of Engineering 46,56.079,-3.2857,Mechanical,8.6,7.8,313,9395,12293,64294,85,85,2.96,3,87.7
Tier3,UK,Edinburgh,Edinburgh University of Engineering 47,55.974,-3.3282,Computer Science,6.5,7.9,317,19421,18880,60165,22,65,1.57,3,109.1
Tier1,UK,Edinburgh,Edinburgh National Institute of Technology 48,56.0306,-3.3326,AI & Data Science,8.6,7.3,318,24826,18454,124989,8,81,2.89,5,128.2
Tier3,UK,Edinburgh,Edinburgh College of Engineering 49,55.9575,-3.2987,AI & Data Science,9.3,8.0,329,22708,13119,82009,36,86,2.29,7,124.5
Tier3,UK,Edinburgh,Edinburgh National Institute of Technology 50,56.0139,-3.2986,Electrical,8.4,6.2,313,11125,15153,93995,76,62,3.58,9,96.8
Tier3,UK,Edinburgh,Edinburgh University of Engineering 51,55.842,-3.068,Computer Science,7.3,6.1,327,26313,8814,81855,54,65,2.33,9,101.9
Tier3,UK,Edinburgh,Edinburgh School of Technology 52,55.9413,-3.1956,Mechanical,8.8,7.0,296,38919,13815,88191,53,64,1.67,2,99.5
Tier3,UK,Edinburgh,Edinburgh School of Technology 53,56.0624,-3.2382,Computer Science,8.0,7.4,332,27405,13392,102653,56,96,2.52,1,93.6
Tier2,UK,Edinburgh,Edinburgh Institute of Technology 54,55.9706,-3.2123,AI & Data Science,7.8,6.1,309,4165,11108,40837,74,89,2.67,6,88.4
Tier1,UK,Edinburgh,Edinburgh University of Engineering 55,55.9061,-3.236,Mechanical,6.5,6.1,323,16626,21245,52506,69,90,1.39,3,78.4
Tier1,UK,Edinburgh,Edinburgh Polytechnic University 56,55.976,-3.2303,Computer Science,6.4,7.5,300,25957,15898,78646,47,70,1.88,10,108.5
Tier1,UK,Edinburgh,Edinburgh College of Engineering 57,55.9605,-3.1543,Civil,8.1,7.0,316,19715,14019,63882,45,64,1.89,8,112.0
Tier2,UK,Edinburgh,Edinburgh College of Engineering 58,56.0702,-3.1703,AI & Data Science,6.4,6.2,331,37636,8090,79146,41,91,1.73,2,90.3
Tier2,UK,Edinburgh,Edinburgh Polytechnic University 59,55.8165,-3.0758,Electrical,8.6,7.8,298,35346,10340,105672,80,86,2.31,8,100.2
Tier2,UK,Edinburgh,Edinburgh National Institute of Technology 60,55.9366,-3.1618,Civil,8.3,6.5,325,43125,14590,106046,78,66,1.84,4,86.5
Tier1,UK,Birmingham,Birmingham Polytechnic University 1,52.5891,-1.8022,AI & Data Science,6.4,6.7,316,59875,13453,43407,65,79,0.59,10,96.3
Tier2,UK,Birmingham,Birmingham Institute of Technology 2,52.541,-1.777,AI & Data Science,6.3,7.2,325,31833,10731,107420,6,73,2.52,7,121.3
Tier3,UK,Birmingham,Birmingham Polytechnic University 3,52.3764,-1.7514,Computer Science,7.6,6.4,320,58776,19154,121038,47,66,1.55,6,102.1
Tier3,UK,Birmingham,Birmingham Technical University 4,52.5519,-1.9847,Mechanical,6.1,7.1,331,32805,20933,100938,36,55,1.88,10,110.9
